order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2273664,4157,prior,23,6,10,7.0
1991174,4157,prior,24,0,15,8.0
3345223,4157,prior,25,6,11,13.0
3106595,4157,prior,26,0,14,8.0
432051,4157,prior,27,0,12,14.0
3086852,4157,prior,28,5,13,5.0
2664436,4157,prior,29,6,18,30.0
2727199,4157,prior,30,0,13,8.0
3115280,4157,prior,31,0,14,30.0
1332748,4157,train,32,6,15,13.0
2581974,4158,prior,1,2,01,
1121843,4158,prior,2,4,16,30.0
719303,4158,prior,3,0,13,17.0
2942323,4158,prior,4,4,07,30.0
64291,4158,prior,5,2,16,30.0
1369185,4158,prior,6,3,08,15.0
2591684,4158,prior,7,2,09,30.0
1539840,4158,prior,8,0,12,12.0
3352911,4158,train,9,3,07,30.0
2419425,4159,prior,1,1,08,
3121214,4159,prior,2,1,11,14.0
2705517,4159,prior,3,0,12,6.0
293221,4159,test,4,2,08,9.0
740222,4160,prior,1,6,22,
2671668,4160,prior,2,5,15,20.0
3197329,4160,prior,3,3,21,12.0
446411,4160,prior,4,6,15,30.0
3117273,4160,prior,5,1,18,23.0
3086930,4160,test,6,6,13,30.0
468453,4161,prior,1,4,16,
1535777,4161,prior,2,4,19,30.0
3088860,4161,prior,3,6,10,23.0
428725,4161,test,4,0,08,8.0
1444043,4162,prior,1,0,10,
2768615,4162,prior,2,1,08,30.0
1362852,4162,prior,3,1,11,30.0
2643683,4162,train,4,6,14,30.0
457651,4163,prior,1,5,17,
1257075,4163,prior,2,1,12,24.0
2416706,4163,prior,3,1,13,0.0
2858190,4163,prior,4,5,13,4.0
1379939,4163,prior,5,1,10,10.0
2488154,4163,prior,6,3,13,2.0
3400498,4163,prior,7,2,13,6.0
3374111,4163,prior,8,4,18,9.0
428458,4163,prior,9,2,16,19.0
851144,4163,prior,10,4,11,2.0
983529,4163,prior,11,5,11,8.0
766677,4163,prior,12,4,13,6.0
1339350,4163,prior,13,2,09,5.0
3281413,4163,prior,14,2,18,0.0
54494,4163,prior,15,2,18,0.0
2381470,4163,prior,16,4,12,2.0
2572693,4163,prior,17,4,12,0.0
2481756,4163,prior,18,4,15,0.0
1718100,4163,prior,19,3,15,6.0
495043,4163,prior,20,3,09,7.0
3086470,4163,prior,21,5,14,2.0
2785072,4163,prior,22,1,13,3.0
167009,4163,prior,23,1,13,0.0
2206146,4163,prior,24,1,15,14.0
232217,4163,prior,25,1,14,7.0
1799007,4163,prior,26,1,16,0.0
818343,4163,prior,27,4,14,3.0
2642400,4163,prior,28,5,16,1.0
2064340,4163,prior,29,0,10,2.0
1468132,4163,prior,30,4,11,4.0
3240779,4163,test,31,1,12,4.0
2196280,4164,prior,1,2,18,
2763332,4164,prior,2,2,20,7.0
2244792,4164,prior,3,2,19,30.0
1884526,4164,train,4,4,19,16.0
1712925,4165,prior,1,0,13,
1101053,4165,prior,2,0,13,7.0
1287078,4165,prior,3,2,19,9.0
620217,4165,prior,4,5,19,3.0
766769,4165,prior,5,6,17,30.0
2169739,4165,prior,6,4,15,30.0
106739,4165,prior,7,2,20,5.0
1768900,4165,prior,8,2,15,14.0
657218,4165,prior,9,5,20,3.0
210024,4165,prior,10,1,13,3.0
559485,4165,prior,11,0,17,6.0
1025799,4165,prior,12,3,18,17.0
1025402,4165,prior,13,2,14,30.0
1249629,4165,train,14,4,18,16.0
3333371,4166,prior,1,3,11,
1741291,4166,prior,2,1,21,5.0
2087779,4166,prior,3,0,20,6.0
2175437,4166,prior,4,1,14,8.0
2587850,4166,prior,5,3,16,9.0
1452438,4166,prior,6,0,17,11.0
2230410,4166,prior,7,2,10,9.0
1490861,4166,prior,8,1,09,6.0
2134303,4166,prior,9,5,15,11.0
2840696,4166,prior,10,2,18,4.0
3318988,4166,prior,11,1,14,6.0
3161104,4166,prior,12,1,15,7.0
2683224,4166,prior,13,2,13,8.0
1818105,4166,prior,14,1,14,6.0
3058902,4166,prior,15,0,15,27.0
346562,4166,prior,16,0,15,0.0
1548017,4166,prior,17,2,07,9.0
1069765,4166,prior,18,2,11,7.0
3079774,4166,prior,19,1,10,6.0
2520116,4166,prior,20,0,17,6.0
1107813,4166,prior,21,5,13,5.0
1601632,4166,prior,22,3,12,5.0
189445,4166,prior,23,1,09,5.0
2277969,4166,prior,24,0,14,6.0
16413,4166,prior,25,5,16,5.0
2155233,4166,prior,26,1,13,3.0
2510537,4166,prior,27,0,16,6.0
402248,4166,prior,28,4,11,11.0
1717412,4166,prior,29,1,10,11.0
2001414,4166,prior,30,6,14,5.0
1924570,4166,prior,31,0,18,8.0
2862646,4166,prior,32,0,14,7.0
1059957,4166,prior,33,2,12,9.0
1443612,4166,prior,34,2,13,7.0
983935,4166,prior,35,0,15,5.0
2492149,4166,prior,36,2,14,9.0
630517,4166,prior,37,0,17,5.0
2360824,4166,prior,38,0,16,7.0
1136445,4166,prior,39,0,12,7.0
3330303,4166,prior,40,0,14,7.0
1814504,4166,prior,41,5,13,5.0
1193143,4166,prior,42,6,12,8.0
1371209,4166,prior,43,2,17,3.0
1991489,4166,prior,44,0,17,5.0
1738431,4166,prior,45,0,12,7.0
852309,4166,prior,46,3,12,10.0
3075713,4166,prior,47,2,13,6.0
1640246,4166,prior,48,2,12,7.0
2758878,4166,prior,49,2,10,7.0
786125,4166,prior,50,3,18,8.0
2359073,4166,train,51,4,13,8.0
426381,4167,prior,1,2,08,
2747208,4167,prior,2,0,15,26.0
1665992,4167,prior,3,0,15,14.0
1956711,4167,prior,4,0,16,7.0
1590333,4167,prior,5,0,17,7.0
1350328,4167,prior,6,4,14,18.0
3107190,4167,prior,7,2,15,12.0
378340,4167,prior,8,5,14,10.0
184351,4167,prior,9,0,17,23.0
3259202,4167,prior,10,3,16,3.0
3296028,4167,prior,11,0,18,30.0
435768,4167,train,12,0,17,28.0
2479907,4168,prior,1,2,19,
2045235,4168,prior,2,1,10,13.0
687323,4168,prior,3,1,18,7.0
562253,4168,prior,4,4,20,17.0
1119304,4168,prior,5,3,19,13.0
1575624,4168,prior,6,0,16,11.0
2953332,4168,prior,7,0,18,7.0
1700409,4168,prior,8,4,20,18.0
1693596,4168,prior,9,2,16,19.0
350467,4168,prior,10,0,17,19.0
1134636,4168,prior,11,4,17,11.0
1872815,4168,prior,12,0,18,24.0
645922,4168,prior,13,3,19,24.0
1953701,4168,prior,14,1,18,12.0
3239034,4168,prior,15,6,17,12.0
2158206,4168,prior,16,0,18,15.0
1813504,4168,test,17,1,17,15.0
2732842,4169,prior,1,6,14,
3107941,4169,prior,2,3,17,4.0
1934995,4169,prior,3,1,17,19.0
1630900,4169,train,4,6,09,26.0
2047395,4170,prior,1,1,11,
990283,4170,prior,2,6,12,5.0
848591,4170,prior,3,3,12,11.0
1385148,4170,prior,4,5,08,23.0
89472,4170,prior,5,5,11,14.0
1506554,4170,prior,6,3,14,5.0
1382459,4170,prior,7,0,11,30.0
2663589,4170,prior,8,3,15,3.0
2598057,4170,prior,9,0,15,4.0
1994142,4170,prior,10,1,13,1.0
3383439,4170,prior,11,3,17,2.0
1798208,4170,prior,12,1,15,5.0
1121199,4170,prior,13,4,08,3.0
2792544,4170,prior,14,6,12,2.0
1563007,4170,prior,15,2,15,3.0
2142522,4170,prior,16,5,22,3.0
1201866,4170,prior,17,1,10,3.0
3306457,4170,prior,18,5,11,4.0
2129739,4170,prior,19,1,14,3.0
3334992,4170,prior,20,6,17,5.0
1365710,4170,prior,21,5,12,6.0
3189473,4170,prior,22,1,12,17.0
517003,4170,prior,23,3,09,16.0
918478,4170,prior,24,1,12,5.0
367841,4170,prior,25,5,14,4.0
1412250,4170,prior,26,0,17,2.0
141359,4170,prior,27,2,14,9.0
1531947,4170,prior,28,1,13,6.0
1409487,4170,prior,29,0,18,13.0
497956,4170,prior,30,3,15,3.0
2902353,4170,prior,31,1,12,5.0
1126385,4170,prior,32,0,13,13.0
376472,4170,prior,33,2,10,16.0
1423141,4170,prior,34,1,10,6.0
603331,4170,prior,35,4,13,3.0
1219163,4170,prior,36,4,11,7.0
849201,4170,prior,37,1,13,4.0
3395073,4170,prior,38,4,09,3.0
413921,4170,prior,39,1,09,4.0
732584,4170,prior,40,1,15,7.0
528111,4170,prior,41,3,09,2.0
1473084,4170,prior,42,3,11,7.0
1749013,4170,prior,43,4,12,8.0
1267307,4170,prior,44,1,11,11.0
810378,4170,prior,45,3,09,9.0
979045,4170,prior,46,0,12,4.0
1203292,4170,prior,47,0,12,14.0
3168885,4170,prior,48,1,11,8.0
2077976,4170,train,49,4,15,3.0
3215517,4171,prior,1,5,08,
1735499,4171,prior,2,5,08,0.0
2742415,4171,prior,3,5,18,14.0
10431,4171,prior,4,2,13,11.0
2641434,4171,prior,5,2,13,0.0
874488,4171,prior,6,5,08,10.0
1384466,4171,prior,7,2,07,11.0
3041215,4171,prior,8,2,08,14.0
556940,4171,prior,9,3,08,15.0
675707,4171,prior,10,0,14,11.0
849496,4171,prior,11,4,10,11.0
3331695,4171,prior,12,4,10,14.0
716157,4171,prior,13,1,09,18.0
366051,4171,prior,14,5,08,11.0
1678210,4171,prior,15,4,14,20.0
634629,4171,prior,16,3,12,27.0
1259275,4171,prior,17,2,12,13.0
3243771,4171,prior,18,5,08,3.0
3099286,4171,train,19,4,15,30.0
2213522,4172,prior,1,4,13,
119673,4172,prior,2,3,07,20.0
936079,4172,prior,3,5,13,16.0
2261484,4172,prior,4,0,15,23.0
1760674,4172,prior,5,4,12,11.0
141900,4172,prior,6,5,10,8.0
1195068,4172,prior,7,0,15,30.0
127340,4172,prior,8,0,14,7.0
136983,4172,prior,9,2,13,9.0
1846832,4172,prior,10,0,16,5.0
3110324,4172,prior,11,5,18,12.0
585497,4172,prior,12,5,15,21.0
1970863,4172,train,13,6,10,8.0
103541,4173,prior,1,1,16,
270940,4173,prior,2,5,17,18.0
2741489,4173,prior,3,2,15,11.0
2519211,4173,prior,4,4,02,9.0
540501,4173,prior,5,6,04,9.0
2217080,4173,prior,6,2,01,3.0
297810,4173,prior,7,0,01,12.0
421517,4173,prior,8,4,11,30.0
851189,4173,train,9,5,11,22.0
2678458,4174,prior,1,6,15,
2291902,4174,prior,2,6,12,7.0
2962869,4174,prior,3,4,20,30.0
1090236,4174,prior,4,3,18,6.0
2010640,4174,test,5,1,20,5.0
1221524,4175,prior,1,3,16,
1720098,4175,prior,2,6,12,10.0
1640080,4175,prior,3,6,15,0.0
1526855,4175,prior,4,6,12,14.0
356157,4175,prior,5,5,14,13.0
1213001,4175,prior,6,5,23,7.0
391911,4175,prior,7,0,12,9.0
472358,4175,prior,8,0,18,7.0
1266426,4175,train,9,5,09,12.0
867019,4176,prior,1,3,15,
2182999,4176,prior,2,1,13,5.0
2264495,4176,prior,3,4,17,17.0
859030,4176,prior,4,3,20,20.0
1997809,4176,prior,5,2,09,6.0
1505460,4176,prior,6,5,16,10.0
1020795,4176,prior,7,0,08,2.0
572346,4176,prior,8,1,11,1.0
1031482,4176,prior,9,1,10,14.0
81525,4176,prior,10,0,16,13.0
2162985,4176,prior,11,2,11,2.0
2996390,4176,prior,12,1,13,6.0
1944030,4176,prior,13,4,09,3.0
564982,4176,prior,14,6,18,2.0
2737730,4176,prior,15,3,10,4.0
2717911,4176,prior,16,1,10,5.0
1551939,4176,prior,17,3,13,9.0
3112561,4176,prior,18,3,14,0.0
2698654,4176,prior,19,1,17,5.0
3754,4176,prior,20,3,11,2.0
79947,4176,prior,21,4,12,1.0
777461,4176,prior,22,1,16,4.0
2201569,4176,prior,23,3,13,2.0
2468774,4176,prior,24,4,12,8.0
1543003,4176,prior,25,6,13,2.0
1929183,4176,prior,26,1,14,2.0
1752691,4176,prior,27,4,14,3.0
776474,4176,prior,28,1,16,11.0
962277,4176,prior,29,5,09,4.0
3126198,4176,prior,30,1,11,3.0
2365109,4176,prior,31,3,11,2.0
1651448,4176,prior,32,1,10,5.0
1200603,4176,prior,33,4,12,3.0
831392,4176,prior,34,5,12,8.0
1103786,4176,prior,35,1,10,17.0
2352106,4176,prior,36,6,15,5.0
2571780,4176,prior,37,6,18,7.0
1572976,4176,prior,38,3,10,4.0
3062154,4176,prior,39,1,17,12.0
423879,4176,prior,40,4,16,3.0
680806,4176,prior,41,0,15,3.0
2753580,4176,test,42,0,07,7.0
1097550,4177,prior,1,2,13,
1189973,4177,prior,2,5,12,3.0
578968,4177,prior,3,6,14,8.0
3394440,4177,prior,4,5,12,6.0
2756574,4177,prior,5,1,14,3.0
1825505,4177,prior,6,6,13,5.0
2969561,4177,prior,7,6,13,7.0
3102147,4177,prior,8,3,15,4.0
2391237,4177,prior,9,1,13,5.0
809886,4177,prior,10,2,15,8.0
1197509,4177,prior,11,5,16,3.0
2917628,4177,prior,12,6,14,8.0
2601582,4177,prior,13,4,15,5.0
2283923,4177,prior,14,3,13,6.0
2881605,4177,prior,15,4,11,22.0
1551848,4177,prior,16,3,13,6.0
970266,4177,prior,17,3,16,7.0
2760673,4177,prior,18,5,15,16.0
1830634,4177,prior,19,1,21,10.0
846743,4177,prior,20,2,12,8.0
1078223,4177,prior,21,5,14,3.0
1531369,4177,prior,22,5,15,14.0
833392,4177,prior,23,2,09,4.0
2633664,4177,prior,24,2,16,7.0
769791,4177,prior,25,3,15,8.0
2178298,4177,prior,26,5,17,2.0
225062,4177,prior,27,3,16,5.0
1523165,4177,prior,28,1,13,5.0
619835,4177,prior,29,4,18,3.0
1820515,4177,prior,30,1,15,4.0
714366,4177,prior,31,5,16,4.0
462102,4177,prior,32,3,15,5.0
2558097,4177,prior,33,3,13,7.0
2123568,4177,prior,34,3,13,7.0
1614006,4177,prior,35,4,16,1.0
1281491,4177,prior,36,2,14,5.0
2946542,4177,prior,37,0,14,5.0
2615476,4177,prior,38,0,13,7.0
1643072,4177,prior,39,2,16,2.0
3023594,4177,prior,40,1,19,6.0
2696605,4177,prior,41,4,15,10.0
1679492,4177,prior,42,4,18,7.0
2417642,4177,prior,43,3,15,6.0
2641182,4177,prior,44,2,18,6.0
750793,4177,prior,45,0,12,5.0
2307589,4177,prior,46,3,14,3.0
2329163,4177,prior,47,5,15,2.0
3352844,4177,prior,48,3,18,5.0
238697,4177,prior,49,1,13,5.0
1998659,4177,test,50,0,18,6.0
2731340,4178,prior,1,4,15,
2029116,4178,prior,2,5,13,1.0
1820784,4178,prior,3,5,12,21.0
106249,4178,prior,4,5,12,28.0
481233,4178,prior,5,1,13,10.0
2920560,4178,prior,6,2,13,30.0
848598,4178,prior,7,5,13,3.0
457982,4178,prior,8,5,16,7.0
1775958,4178,prior,9,2,14,11.0
791546,4178,prior,10,3,13,15.0
12403,4178,prior,11,1,10,19.0
248878,4178,prior,12,4,15,24.0
2710700,4178,prior,13,4,16,7.0
1898522,4178,prior,14,4,15,30.0
1270489,4178,prior,15,5,16,8.0
1489976,4178,prior,16,3,08,30.0
1994249,4178,prior,17,3,16,14.0
3241832,4178,prior,18,2,15,20.0
151507,4178,prior,19,1,13,30.0
2889501,4178,train,20,3,15,9.0
1830000,4179,prior,1,6,14,
1882559,4179,prior,2,0,18,8.0
442024,4179,prior,3,4,19,4.0
1051903,4179,prior,4,1,19,11.0
588409,4179,prior,5,0,18,13.0
2601406,4179,prior,6,1,15,8.0
1100211,4179,prior,7,6,11,5.0
2396545,4179,prior,8,2,16,10.0
1162963,4179,prior,9,4,18,2.0
3184024,4179,prior,10,4,20,7.0
3049826,4179,prior,11,2,18,12.0
462401,4179,prior,12,4,18,9.0
645934,4179,prior,13,2,09,12.0
1201110,4179,prior,14,6,14,4.0
374088,4179,prior,15,3,18,18.0
1245541,4179,prior,16,6,09,17.0
2157657,4179,prior,17,1,13,2.0
996322,4179,prior,18,0,17,30.0
2400055,4179,prior,19,6,18,6.0
2373108,4179,prior,20,4,18,30.0
115545,4179,prior,21,5,01,8.0
1750761,4179,prior,22,0,08,9.0
2968915,4179,prior,23,2,20,2.0
2077899,4179,prior,24,5,03,10.0
2844562,4179,prior,25,6,23,22.0
1187161,4179,prior,26,2,02,3.0
1911712,4179,prior,27,3,01,8.0
2905524,4179,prior,28,3,00,7.0
2128620,4179,prior,29,5,20,9.0
2807018,4179,prior,30,1,18,3.0
3239410,4179,prior,31,5,16,11.0
1017152,4179,prior,32,2,17,11.0
2652332,4179,prior,33,1,18,6.0
1743608,4179,prior,34,4,18,3.0
3331037,4179,test,35,6,11,2.0
2267178,4180,prior,1,0,17,
2553877,4180,prior,2,5,16,19.0
2094349,4180,prior,3,5,17,14.0
923744,4180,prior,4,0,16,16.0
2719714,4180,prior,5,5,15,26.0
2380583,4180,prior,6,6,10,22.0
2081520,4180,prior,7,2,16,10.0
3337375,4180,prior,8,5,15,24.0
2744751,4180,prior,9,6,16,15.0
3198397,4180,prior,10,5,11,13.0
675034,4180,prior,11,5,16,7.0
1598963,4180,prior,12,4,14,6.0
2275363,4180,prior,13,2,12,5.0
2225401,4180,prior,14,6,16,18.0
2270027,4180,train,15,4,18,5.0
1927837,4181,prior,1,1,15,
3171530,4181,prior,2,6,14,30.0
1655762,4181,prior,3,3,09,30.0
1689876,4181,prior,4,5,13,23.0
2114770,4181,prior,5,5,16,30.0
3418959,4181,prior,6,1,14,30.0
3408321,4181,train,7,1,12,30.0
57738,4182,prior,1,5,15,
1740037,4182,prior,2,3,07,5.0
1640981,4182,prior,3,1,11,12.0
713159,4182,prior,4,0,09,6.0
100724,4182,prior,5,1,16,8.0
1216890,4182,prior,6,6,14,5.0
3379712,4182,prior,7,1,09,30.0
2582955,4182,prior,8,6,21,30.0
644738,4182,prior,9,1,07,16.0
159322,4182,prior,10,6,14,5.0
3209034,4182,prior,11,2,14,3.0
2452305,4182,prior,12,1,08,30.0
1919241,4182,prior,13,1,16,21.0
1513228,4182,prior,14,6,12,5.0
676244,4182,prior,15,1,13,9.0
1160893,4182,prior,16,5,15,25.0
266103,4182,prior,17,3,07,5.0
1196293,4182,prior,18,4,13,8.0
2793004,4182,test,19,0,12,24.0
2810664,4183,prior,1,3,10,
1978633,4183,prior,2,3,06,28.0
1563261,4183,prior,3,6,15,30.0
1313464,4183,prior,4,6,09,14.0
1869965,4183,train,5,4,17,30.0
486041,4184,prior,1,6,14,
2572713,4184,prior,2,6,13,21.0
1202202,4184,prior,3,6,18,14.0
2711537,4184,prior,4,0,12,15.0
1635247,4184,train,5,5,11,5.0
2818495,4185,prior,1,5,11,
2540943,4185,prior,2,3,09,30.0
243237,4185,prior,3,2,18,6.0
2680284,4185,train,4,3,18,8.0
735837,4186,prior,1,4,08,
422877,4186,prior,2,1,19,25.0
530562,4186,prior,3,1,21,14.0
1928660,4186,prior,4,0,22,30.0
819899,4186,prior,5,0,09,28.0
134807,4186,prior,6,0,13,14.0
495381,4186,prior,7,2,12,16.0
91140,4186,prior,8,3,09,30.0
2339035,4186,prior,9,4,13,30.0
2202693,4186,prior,10,6,16,30.0
2577579,4186,prior,11,6,16,0.0
1389935,4186,prior,12,0,08,22.0
2336217,4186,test,13,5,09,30.0
1438963,4187,prior,1,1,10,
505991,4187,prior,2,5,12,4.0
321356,4187,prior,3,6,11,8.0
1206664,4187,prior,4,1,15,2.0
368209,4187,prior,5,2,11,1.0
769644,4187,prior,6,0,12,5.0
2749790,4187,prior,7,4,14,4.0
3284536,4187,prior,8,6,17,2.0
1559761,4187,prior,9,2,09,3.0
745946,4187,prior,10,6,14,4.0
2620880,4187,prior,11,6,16,0.0
3077604,4187,prior,12,4,06,5.0
1309497,4187,prior,13,6,14,2.0
3164160,4187,prior,14,4,15,5.0
1625396,4187,prior,15,6,11,2.0
2358627,4187,prior,16,0,16,1.0
1056548,4187,prior,17,1,08,1.0
1680917,4187,prior,18,6,16,5.0
2445864,4187,prior,19,2,18,3.0
946211,4187,prior,20,6,06,4.0
948092,4187,prior,21,0,09,8.0
269587,4187,prior,22,4,15,4.0
2180606,4187,prior,23,0,16,3.0
3188620,4187,prior,24,1,17,1.0
1031491,4187,prior,25,4,08,3.0
767879,4187,prior,26,1,06,4.0
1521298,4187,prior,27,3,05,2.0
2282467,4187,prior,28,4,15,1.0
2895265,4187,prior,29,1,12,4.0
983150,4187,prior,30,5,17,4.0
1882330,4187,prior,31,1,08,3.0
2037056,4187,prior,32,4,11,3.0
762078,4187,prior,33,0,09,3.0
2566668,4187,prior,34,2,06,2.0
3174792,4187,prior,35,2,17,0.0
1968388,4187,prior,36,5,12,3.0
325693,4187,prior,37,0,03,2.0
3174322,4187,prior,38,6,16,6.0
1296949,4187,prior,39,5,14,6.0
198424,4187,prior,40,6,09,1.0
1886091,4187,train,41,1,08,2.0
651700,4188,prior,1,2,17,
549768,4188,prior,2,4,20,30.0
1443077,4188,prior,3,4,17,30.0
1025204,4188,train,4,1,13,25.0
797157,4189,prior,1,0,10,
1173559,4189,prior,2,1,15,30.0
3365749,4189,prior,3,0,09,6.0
14868,4189,prior,4,0,10,28.0
681661,4189,prior,5,6,10,13.0
113012,4189,prior,6,0,10,22.0
2768944,4189,prior,7,0,14,14.0
1615352,4189,prior,8,0,14,21.0
2651635,4189,prior,9,1,09,30.0
817815,4189,prior,10,1,09,30.0
1278411,4189,train,11,0,12,20.0
3389905,4190,prior,1,2,07,
2932811,4190,prior,2,4,14,2.0
1911417,4190,prior,3,3,15,6.0
3086299,4190,prior,4,4,16,1.0
722073,4190,prior,5,4,17,0.0
1207070,4190,prior,6,1,17,4.0
1360215,4190,prior,7,1,17,7.0
1970136,4190,prior,8,5,08,4.0
1093682,4190,prior,9,2,15,4.0
2913843,4190,prior,10,3,03,8.0
1297052,4190,prior,11,2,22,6.0
445907,4190,prior,12,3,16,29.0
3416807,4190,test,13,3,13,14.0
899067,4191,prior,1,2,19,
2454131,4191,prior,2,0,09,30.0
2778715,4191,prior,3,6,12,27.0
2127412,4191,train,4,5,18,13.0
1351273,4192,prior,1,4,14,
274850,4192,prior,2,0,14,3.0
1092426,4192,prior,3,5,07,5.0
1412061,4192,prior,4,4,06,6.0
1649328,4192,prior,5,1,21,4.0
1499023,4192,prior,6,0,18,6.0
2687181,4192,prior,7,6,08,6.0
496373,4192,prior,8,1,15,9.0
103537,4192,prior,9,6,10,5.0
2581323,4192,prior,10,0,15,8.0
2683293,4192,prior,11,5,08,12.0
2857985,4192,prior,12,5,12,7.0
49132,4192,prior,13,6,09,8.0
78948,4192,prior,14,2,06,17.0
1179390,4192,prior,15,0,08,5.0
726797,4192,prior,16,4,20,4.0
2824669,4192,prior,17,5,20,8.0
3252079,4192,prior,18,2,07,11.0
93428,4192,prior,19,4,08,2.0
1271635,4192,prior,20,0,17,3.0
2634910,4192,prior,21,5,08,5.0
3154900,4192,prior,22,2,15,4.0
568076,4192,prior,23,6,14,4.0
2661062,4192,prior,24,0,11,8.0
2748605,4192,prior,25,5,18,5.0
2921724,4192,prior,26,1,20,3.0
116358,4192,prior,27,6,09,5.0
803488,4192,prior,28,0,15,8.0
1783572,4192,prior,29,6,13,13.0
2918374,4192,prior,30,5,08,6.0
2226007,4192,prior,31,0,17,2.0
833719,4192,prior,32,6,16,6.0
1741311,4192,prior,33,2,18,3.0
2359426,4192,prior,34,6,17,4.0
1007400,4192,prior,35,4,15,5.0
2593636,4192,prior,36,5,16,1.0
1874848,4192,prior,37,6,16,8.0
1778488,4192,prior,38,5,17,6.0
666567,4192,prior,39,3,09,5.0
2768035,4192,prior,40,1,17,5.0
2488522,4192,prior,41,0,10,6.0
417695,4192,prior,42,4,07,4.0
2255920,4192,prior,43,2,07,5.0
2331923,4192,prior,44,0,16,5.0
1014159,4192,prior,45,5,18,5.0
855343,4192,prior,46,6,10,8.0
2586259,4192,prior,47,1,18,9.0
2315594,4192,prior,48,6,21,5.0
2840597,4192,prior,49,0,13,8.0
2831267,4192,prior,50,5,20,5.0
296760,4192,prior,51,6,12,8.0
787281,4192,prior,52,3,11,4.0
1414243,4192,prior,53,0,09,11.0
1631566,4192,prior,54,6,11,6.0
1422482,4192,prior,55,4,17,5.0
2449717,4192,prior,56,0,13,3.0
1902404,4192,prior,57,6,08,6.0
2463715,4192,prior,58,6,19,7.0
1789418,4192,prior,59,0,10,8.0
1221041,4192,prior,60,5,18,5.0
1174219,4192,train,61,4,07,6.0
1775260,4193,prior,1,3,11,
2763906,4193,prior,2,1,10,5.0
2053394,4193,prior,3,3,13,9.0
3054635,4193,prior,4,5,14,2.0
1117264,4193,prior,5,0,15,30.0
985427,4193,prior,6,4,15,4.0
2682953,4193,prior,7,4,12,7.0
60258,4193,prior,8,6,10,9.0
2508860,4193,prior,9,5,09,6.0
435943,4193,prior,10,0,13,9.0
3238345,4193,prior,11,4,11,4.0
1799304,4193,prior,12,6,10,16.0
2360108,4193,prior,13,5,13,6.0
3310835,4193,prior,14,6,15,8.0
3036525,4193,prior,15,2,17,3.0
1192389,4193,prior,16,5,12,3.0
2147060,4193,prior,17,2,12,4.0
405616,4193,prior,18,5,19,3.0
3266114,4193,prior,19,4,14,6.0
3176655,4193,prior,20,2,14,5.0
2066077,4193,prior,21,3,19,1.0
1066936,4193,prior,22,6,19,3.0
3320103,4193,prior,23,3,12,4.0
2980038,4193,prior,24,5,15,2.0
2387065,4193,prior,25,1,21,3.0
77191,4193,prior,26,6,16,5.0
265517,4193,prior,27,3,18,4.0
3293098,4193,prior,28,3,14,7.0
3215494,4193,prior,29,0,15,4.0
2102538,4193,prior,30,6,16,6.0
2613763,4193,prior,31,2,11,3.0
1428691,4193,prior,32,6,11,4.0
1023404,4193,prior,33,4,23,5.0
2861033,4193,prior,34,1,01,4.0
1661916,4193,prior,35,1,10,7.0
1720109,4193,prior,36,1,11,7.0
3289862,4193,prior,37,5,14,4.0
930428,4193,prior,38,3,15,5.0
1404727,4193,prior,39,0,16,4.0
2892787,4193,prior,40,5,17,5.0
1061507,4193,train,41,5,11,7.0
1593682,4194,prior,1,1,12,
692986,4194,prior,2,4,14,17.0
397208,4194,prior,3,1,15,4.0
39876,4194,prior,4,2,14,8.0
2322011,4194,prior,5,2,13,7.0
733643,4194,prior,6,3,13,15.0
1662329,4194,prior,7,3,12,14.0
202094,4194,prior,8,4,12,8.0
367144,4194,prior,9,2,14,12.0
550389,4194,prior,10,2,16,21.0
1740687,4194,prior,11,1,16,6.0
136183,4194,prior,12,2,16,15.0
2212423,4194,prior,13,2,15,7.0
3291049,4194,prior,14,4,13,2.0
2800164,4194,prior,15,2,10,12.0
1279131,4194,prior,16,3,13,8.0
502333,4194,prior,17,1,15,12.0
440659,4194,prior,18,1,23,7.0
2958248,4194,prior,19,1,13,7.0
126627,4194,prior,20,0,21,6.0
791065,4194,prior,21,6,11,13.0
241998,4194,prior,22,5,13,6.0
481491,4194,prior,23,6,12,8.0
1831373,4194,prior,24,3,09,4.0
1599712,4194,prior,25,6,11,3.0
3097227,4194,prior,26,1,12,2.0
230266,4194,prior,27,0,19,6.0
1853376,4194,prior,28,3,11,3.0
1538485,4194,train,29,4,21,8.0
2745828,4195,prior,1,0,14,
2418726,4195,prior,2,0,16,28.0
324133,4195,prior,3,3,12,10.0
1653461,4195,prior,4,6,12,10.0
2734262,4195,prior,5,0,09,8.0
440835,4195,test,6,6,08,13.0
1459870,4196,prior,1,0,16,
2397527,4196,prior,2,1,14,30.0
1539709,4196,prior,3,5,12,25.0
539035,4196,prior,4,6,15,8.0
1912403,4196,prior,5,2,14,3.0
694929,4196,prior,6,5,11,10.0
2767117,4196,prior,7,6,12,15.0
2044866,4196,prior,8,6,14,21.0
2882057,4196,prior,9,0,18,8.0
2930324,4196,prior,10,6,12,13.0
3339649,4196,prior,11,3,09,11.0
1796491,4196,prior,12,2,11,6.0
144881,4196,prior,13,5,15,3.0
566939,4196,prior,14,4,18,6.0
3008623,4196,prior,15,5,18,8.0
862115,4196,prior,16,0,16,9.0
3252476,4196,prior,17,5,08,12.0
